DateKey,ProductKey,StoreKey,Quantity,Revenue,Cost,Profit
26072023,23,9,3,255.93,169.11,86.82
15012023,7,5,1,99.04,44.73,54.31
07072024,7,4,1,99.04,44.73,54.31
05042024,1,2,2,183.14,93.62,89.52
21112024,18,7,1,51.81,29.19,22.62
28072024,8,2,2,197.28,123.2,74.08
29082023,25,2,5,270.65,126.25,144.4
17072024,42,9,3,236.34,156.09,80.25
06042023,29,2,4,148.52,87.68,60.84
29042024,23,10,2,170.62,112.74,57.88
11022024,29,3,1,37.13,21.92,15.21
19082023,1,3,1,91.57,46.81,44.76
16102024,15,2,2,147.02,92.06,54.96
20062023,15,10,1,73.51,46.03,27.48
24062024,28,3,1,110.6,62.46,48.14
05022023,36,9,1,37.66,22.16,15.5
08062024,42,11,3,236.34,156.09,80.25
09062023,40,15,1,114.92,76.88,38.04
29112024,32,11,3,75.66,43.38,32.28
31082023,13,11,1,117.04,63.74,53.3
27032023,21,3,2,137.52,70.3,67.22
31072024,39,5,1,57.82,32.58,25.24
12112024,38,12,1,39.35,24.01,15.34
10072024,9,15,3,81.3,56.04,25.26
27072024,20,7,3,118.11,80.82,37.29
07102024,20,1,1,39.37,26.94,12.43
28012023,8,16,1,98.64,61.6,37.04
11092024,14,14,3,212.16,139.47,72.69
09072024,20,1,3,118.11,80.82,37.29
06122023,35,15,5,377.75,214.2,163.55
27112023,21,10,1,68.76,35.15,33.61
01102024,41,13,1,65.84,31.38,34.46
20052024,41,2,1,65.84,31.38,34.46
14122023,22,1,5,304.25,157.45,146.8
17042024,6,1,1,87.15,48.36,38.79
19082023,27,14,3,246.3,135.21,111.09
09072023,4,16,1,20.31,10.32,9.99
13082023,4,14,1,20.31,10.32,9.99
20012024,28,10,3,331.8,187.38,144.42
12012024,27,4,1,82.1,45.07,37.03
10102023,17,10,2,208.16,138.76,69.4
24092024,39,12,4,231.28,130.32,100.96
19092024,38,16,1,39.35,24.01,15.34
16092023,29,12,1,37.13,21.92,15.21
25122023,40,3,2,229.84,153.76,76.08
10122024,7,1,3,297.12,134.19,162.93
31032024,8,3,1,98.64,61.6,37.04
15022024,41,1,1,65.84,31.38,34.46
10102024,33,3,1,26.81,13.14,13.67
14112023,32,4,4,100.88,57.84,43.04
07112024,35,11,1,75.55,42.84,32.71
13082023,18,13,1,51.81,29.19,22.62
22082023,16,11,3,45.12,22.86,22.26
14112024,18,14,1,51.81,29.19,22.62
25102024,38,14,2,78.7,48.02,30.68
09012024,25,8,1,54.13,25.25,28.88
02112024,34,3,1,84.85,50.83,34.02
30082024,4,3,3,60.93,30.96,29.97
16042024,5,13,1,71.74,45.12,26.62
21082023,14,9,4,282.88,185.96,96.92
22112024,1,11,3,274.71,140.43,134.28
23042023,22,9,1,60.85,31.49,29.36
11052024,21,6,4,275.04,140.6,134.44
17032024,13,10,2,234.08,127.48,106.6
17072024,36,4,1,37.66,22.16,15.5
25092023,29,10,1,37.13,21.92,15.21
24052024,38,5,2,78.7,48.02,30.68
21012024,9,13,1,27.1,18.68,8.42
22012024,33,9,1,26.81,13.14,13.67
23042023,22,1,2,121.7,62.98,58.72
04092024,17,7,1,104.08,69.38,34.7
16092024,23,15,1,85.31,56.37,28.94
22032023,36,11,4,150.64,88.64,62.0
29112024,6,7,1,87.15,48.36,38.79
23042023,39,10,5,289.1,162.9,126.2
02012023,29,1,3,111.39,65.76,45.63
03102024,27,14,2,164.2,90.14,74.06
08082023,5,1,1,71.74,45.12,26.62
19072024,9,15,1,27.1,18.68,8.42
13082023,24,14,3,286.08,145.11,140.97
20012024,19,9,1,50.72,25.48,25.24
07022024,33,7,1,26.81,13.14,13.67
29092024,30,4,4,155.6,92.76,62.84
10052023,40,9,2,229.84,153.76,76.08
22022023,4,12,1,20.31,10.32,9.99
14112024,32,5,4,100.88,57.84,43.04
30122024,1,3,3,274.71,140.43,134.28
02112024,34,2,5,424.25,254.15,170.1
10122024,21,9,5,343.8,175.75,168.05
20022024,31,4,1,49.82,34.84,14.98
04092023,14,7,4,282.88,185.96,96.92
14032024,26,1,1,110.44,65.36,45.08
22072023,22,16,3,182.55,94.47,88.08
03072023,34,9,3,254.55,152.49,102.06
03052023,33,12,2,53.62,26.28,27.34
05022024,13,9,2,234.08,127.48,106.6
21102023,32,10,1,25.22,14.46,10.76
07102023,8,6,4,394.56,246.4,148.16
01092024,22,6,3,182.55,94.47,88.08
17072023,41,14,1,65.84,31.38,34.46
25052024,20,15,2,78.74,53.88,24.86
24052023,21,6,1,68.76,35.15,33.61
31082024,34,5,1,84.85,50.83,34.02
20072023,30,11,3,116.7,69.57,47.13
04052023,6,1,1,87.15,48.36,38.79
06072023,35,4,1,75.55,42.84,32.71
22112023,27,10,1,82.1,45.07,37.03
08042024,20,1,4,157.48,107.76,49.72
15122023,38,5,5,196.75,120.05,76.7
21102024,40,13,1,114.92,76.88,38.04
07022024,14,4,1,70.72,46.49,24.23
12122023,10,8,5,235.15,111.25,123.9
25052024,42,16,2,157.56,104.06,53.5
27052023,15,1,1,73.51,46.03,27.48
28052023,40,8,2,229.84,153.76,76.08
11122024,3,14,2,149.9,68.64,81.26
03052024,15,8,3,220.53,138.09,82.44
01102024,31,16,3,149.46,104.52,44.94
04072024,11,1,5,516.1,310.15,205.95
04122023,39,9,2,115.64,65.16,50.48
02102024,19,13,3,152.16,76.44,75.72
17042024,15,9,1,73.51,46.03,27.48
31052023,38,6,4,157.4,96.04,61.36
19022024,20,1,1,39.37,26.94,12.43
25102023,22,7,3,182.55,94.47,88.08
02092024,7,7,1,99.04,44.73,54.31
20092023,14,9,2,141.44,92.98,48.46
24052023,4,1,2,40.62,20.64,19.98
12122023,9,14,3,81.3,56.04,25.26
15092024,39,15,1,57.82,32.58,25.24
25072024,25,8,4,216.52,101.0,115.52
02012023,35,14,1,75.55,42.84,32.71
31102023,37,12,1,84.99,49.65,35.34
11092023,27,13,2,164.2,90.14,74.06
13102024,28,11,2,221.2,124.92,96.28
28032024,24,8,4,381.44,193.48,187.96
06022023,33,7,1,26.81,13.14,13.67
09062023,33,12,1,26.81,13.14,13.67
09012023,16,6,1,15.04,7.62,7.42
21082023,23,1,1,85.31,56.37,28.94
09042023,11,11,4,412.88,248.12,164.76
20102024,40,10,4,459.68,307.52,152.16
27072023,19,11,2,101.44,50.96,50.48
11052023,34,8,1,84.85,50.83,34.02
08022024,23,12,1,85.31,56.37,28.94
01062023,10,5,4,188.12,89.0,99.12
23022023,37,4,1,84.99,49.65,35.34
30042023,1,5,5,457.85,234.05,223.8
03112024,2,5,1,25.35,12.06,13.29
19092024,22,14,1,60.85,31.49,29.36
09082024,17,13,3,312.24,208.14,104.1
16092024,24,10,1,95.36,48.37,46.99
24022024,21,3,2,137.52,70.3,67.22
26022024,40,4,1,114.92,76.88,38.04
14042023,29,4,2,74.26,43.84,30.42
11092023,14,8,1,70.72,46.49,24.23
15082023,8,5,2,197.28,123.2,74.08
22042023,30,6,1,38.9,23.19,15.71
24052024,22,10,1,60.85,31.49,29.36
17042024,23,2,1,85.31,56.37,28.94
09042023,40,9,5,574.6,384.4,190.2
02062023,13,8,4,468.16,254.96,213.2
04122023,28,8,5,553.0,312.3,240.7
06122024,30,10,2,77.8,46.38,31.42
12062023,5,5,2,143.48,90.24,53.24
20122024,10,16,2,94.06,44.5,49.56
11112024,39,5,5,289.1,162.9,126.2
10062023,9,15,1,27.1,18.68,8.42
02082024,14,3,1,70.72,46.49,24.23
02022024,38,13,2,78.7,48.02,30.68
04102023,10,11,1,47.03,22.25,24.78
18052024,33,16,3,80.43,39.42,41.01
27012024,11,2,1,103.22,62.03,41.19
15052023,40,9,2,229.84,153.76,76.08
14072023,6,15,2,174.3,96.72,77.58
05022024,17,6,1,104.08,69.38,34.7
01102024,36,8,3,112.98,66.48,46.5
02022023,6,4,2,174.3,96.72,77.58
18112024,10,5,1,47.03,22.25,24.78
04042024,42,10,1,78.78,52.03,26.75
14042024,5,16,3,215.22,135.36,79.86
10012024,19,5,1,50.72,25.48,25.24
22012023,7,11,1,99.04,44.73,54.31
31102024,24,10,1,95.36,48.37,46.99
07022023,42,4,2,157.56,104.06,53.5
18082023,19,11,4,202.88,101.92,100.96
31122023,11,2,3,309.66,186.09,123.57
16072024,3,14,1,74.95,34.32,40.63
13032024,30,6,2,77.8,46.38,31.42
10102023,38,4,1,39.35,24.01,15.34
27012023,6,14,2,174.3,96.72,77.58
14082023,35,11,2,151.1,85.68,65.42
04102023,22,4,2,121.7,62.98,58.72
31082024,11,10,2,206.44,124.06,82.38
11102023,8,3,1,98.64,61.6,37.04
25042024,27,8,3,246.3,135.21,111.09
28032024,29,6,2,74.26,43.84,30.42
20102024,8,9,1,98.64,61.6,37.04
30052024,23,5,2,170.62,112.74,57.88
30062024,29,6,2,74.26,43.84,30.42
11072023,16,9,2,30.08,15.24,14.84
18022023,35,4,1,75.55,42.84,32.71
26052024,8,10,3,295.92,184.8,111.12
17012023,8,7,1,98.64,61.6,37.04
21062023,33,13,2,53.62,26.28,27.34
08082023,42,10,2,157.56,104.06,53.5
07062023,5,12,3,215.22,135.36,79.86
21042024,37,10,2,169.98,99.3,70.68
15022023,17,11,3,312.24,208.14,104.1
08012024,22,11,1,60.85,31.49,29.36
01062024,14,6,1,70.72,46.49,24.23
09042023,38,6,1,39.35,24.01,15.34
06022023,32,6,1,25.22,14.46,10.76
07102023,14,14,2,141.44,92.98,48.46
15122023,20,4,5,196.85,134.7,62.15
11052024,22,10,1,60.85,31.49,29.36
29102023,30,16,1,38.9,23.19,15.71
30062023,33,6,2,53.62,26.28,27.34
29082024,5,12,1,71.74,45.12,26.62
09042023,18,7,1,51.81,29.19,22.62
30112024,7,13,4,396.16,178.92,217.24
26042023,29,14,2,74.26,43.84,30.42
10072023,9,2,3,81.3,56.04,25.26
10092023,41,11,1,65.84,31.38,34.46
10062023,7,9,1,99.04,44.73,54.31
13092023,7,7,2,198.08,89.46,108.62
19112023,6,3,5,435.75,241.8,193.95
08052023,40,10,3,344.76,230.64,114.12
18012023,27,10,1,82.1,45.07,37.03
19072024,4,7,4,81.24,41.28,39.96
23072024,1,10,1,91.57,46.81,44.76
19112023,6,10,4,348.6,193.44,155.16
16112024,31,14,1,49.82,34.84,14.98
17092024,1,5,1,91.57,46.81,44.76
15102023,5,9,2,143.48,90.24,53.24
24102024,19,6,3,152.16,76.44,75.72
30092024,5,11,1,71.74,45.12,26.62
04062023,5,13,3,215.22,135.36,79.86
04052024,31,7,2,99.64,69.68,29.96
21012024,7,4,1,99.04,44.73,54.31
14042023,15,16,2,147.02,92.06,54.96
28012024,13,2,1,117.04,63.74,53.3
03092023,12,15,5,493.9,312.35,181.55
25062023,19,11,2,101.44,50.96,50.48
08022023,13,4,1,117.04,63.74,53.3
21042024,27,9,1,82.1,45.07,37.03
12112024,38,3,5,196.75,120.05,76.7
21062024,33,7,1,26.81,13.14,13.67
12022024,6,13,1,87.15,48.36,38.79
08062024,13,14,5,585.2,318.7,266.5
20052024,13,4,1,117.04,63.74,53.3
05022023,13,3,1,117.04,63.74,53.3
15112024,20,14,1,39.37,26.94,12.43
20012023,36,14,2,75.32,44.32,31.0
17112023,37,14,3,254.97,148.95,106.02
26052024,9,5,5,135.5,93.4,42.1
04022024,17,2,2,208.16,138.76,69.4
15102024,35,11,2,151.1,85.68,65.42
15042024,18,14,2,103.62,58.38,45.24
23052023,25,10,1,54.13,25.25,28.88
02042023,15,14,1,73.51,46.03,27.48
20122023,23,4,2,170.62,112.74,57.88
27122024,1,7,5,457.85,234.05,223.8
20022023,41,12,1,65.84,31.38,34.46
26102024,38,12,1,39.35,24.01,15.34
28112024,18,2,1,51.81,29.19,22.62
28072024,1,10,2,183.14,93.62,89.52
09072023,39,6,3,173.46,97.74,75.72
05052023,10,5,4,188.12,89.0,99.12
30052023,31,3,2,99.64,69.68,29.96
10112023,38,5,4,157.4,96.04,61.36
23072024,7,15,3,297.12,134.19,162.93
08122023,38,10,3,118.05,72.03,46.02
01112023,8,7,4,394.56,246.4,148.16
22112024,34,3,1,84.85,50.83,34.02
12112024,9,8,3,81.3,56.04,25.26
23022023,25,15,1,54.13,25.25,28.88
19032024,27,7,3,246.3,135.21,111.09
04092024,41,4,2,131.68,62.76,68.92
21092023,7,13,2,198.08,89.46,108.62
22022023,32,15,1,25.22,14.46,10.76
25072024,9,13,2,54.2,37.36,16.84
11092024,17,5,1,104.08,69.38,34.7
05012023,35,10,1,75.55,42.84,32.71
13042023,16,11,3,45.12,22.86,22.26
15072023,2,16,1,25.35,12.06,13.29
16122023,31,4,5,249.1,174.2,74.9
16022023,16,2,2,30.08,15.24,14.84
17102024,33,12,1,26.81,13.14,13.67
26092023,21,15,1,68.76,35.15,33.61
05012024,17,9,3,312.24,208.14,104.1
27092024,35,1,2,151.1,85.68,65.42
16042023,7,8,1,99.04,44.73,54.31
31102024,29,16,1,37.13,21.92,15.21
20102024,11,4,1,103.22,62.03,41.19
18102024,30,9,2,77.8,46.38,31.42
30042023,18,3,3,155.43,87.57,67.86
26082024,16,7,2,30.08,15.24,14.84
27022023,6,15,1,87.15,48.36,38.79
12122023,2,3,2,50.7,24.12,26.58
18042024,10,15,4,188.12,89.0,99.12
27042023,4,10,1,20.31,10.32,9.99
07052023,10,12,1,47.03,22.25,24.78
28012024,9,7,2,54.2,37.36,16.84
02102024,42,2,1,78.78,52.03,26.75
27022023,24,3,1,95.36,48.37,46.99
25092024,5,8,3,215.22,135.36,79.86
27052024,35,7,2,151.1,85.68,65.42
06042023,4,11,2,40.62,20.64,19.98
29092024,35,3,2,151.1,85.68,65.42
28042023,42,8,2,157.56,104.06,53.5
13072024,13,13,3,351.12,191.22,159.9
23082024,37,16,3,254.97,148.95,106.02
02052024,32,9,5,126.1,72.3,53.8
25082023,1,2,1,91.57,46.81,44.76
29092023,11,2,3,309.66,186.09,123.57
08072023,26,15,1,110.44,65.36,45.08
04122024,3,7,1,74.95,34.32,40.63
22032024,13,11,2,234.08,127.48,106.6
03082024,32,8,3,75.66,43.38,32.28
04092023,23,15,1,85.31,56.37,28.94
17032023,23,5,3,255.93,169.11,86.82
03062023,30,2,1,38.9,23.19,15.71
17102024,6,14,1,87.15,48.36,38.79
10032024,7,10,2,198.08,89.46,108.62
27032023,30,5,1,38.9,23.19,15.71
27112024,37,3,5,424.95,248.25,176.7
12102023,32,13,1,25.22,14.46,10.76
08082023,6,9,2,174.3,96.72,77.58
10032023,35,16,1,75.55,42.84,32.71
16022023,32,16,1,25.22,14.46,10.76
04042023,12,2,1,98.78,62.47,36.31
28032024,4,9,2,40.62,20.64,19.98
23072023,32,2,1,25.22,14.46,10.76
06082023,35,1,2,151.1,85.68,65.42
18042024,16,10,3,45.12,22.86,22.26
07032024,15,6,3,220.53,138.09,82.44
07122023,41,11,3,197.52,94.14,103.38
04072024,2,6,2,50.7,24.12,26.58
03092024,6,4,3,261.45,145.08,116.37
16102023,14,13,3,212.16,139.47,72.69
11092023,41,2,2,131.68,62.76,68.92
23122023,29,13,5,185.65,109.6,76.05
23012023,42,10,1,78.78,52.03,26.75
05062024,26,12,4,441.76,261.44,180.32
10042023,18,11,1,51.81,29.19,22.62
29062023,4,3,5,101.55,51.6,49.95
11082023,37,13,2,169.98,99.3,70.68
20102024,38,6,1,39.35,24.01,15.34
17032024,25,4,1,54.13,25.25,28.88
30082024,29,5,1,37.13,21.92,15.21
21112023,34,11,3,254.55,152.49,102.06
30052024,16,9,1,15.04,7.62,7.42
16012023,37,5,3,254.97,148.95,106.02
02122023,30,10,5,194.5,115.95,78.55
15092023,23,16,1,85.31,56.37,28.94
11052024,36,15,2,75.32,44.32,31.0
09062023,28,11,1,110.6,62.46,48.14
19042024,1,8,1,91.57,46.81,44.76
25102024,8,2,2,197.28,123.2,74.08
20112024,42,16,4,315.12,208.12,107.0
05112024,15,12,3,220.53,138.09,82.44
15012024,34,14,1,84.85,50.83,34.02
28062024,19,6,1,50.72,25.48,25.24
21112024,30,11,1,38.9,23.19,15.71
02032024,10,11,2,94.06,44.5,49.56
04092024,27,6,3,246.3,135.21,111.09
25092023,20,5,3,118.11,80.82,37.29
30072024,25,15,3,162.39,75.75,86.64
21022024,9,6,2,54.2,37.36,16.84
17062023,40,14,1,114.92,76.88,38.04
12022023,34,5,1,84.85,50.83,34.02
09072024,21,16,2,137.52,70.3,67.22
12102023,24,2,1,95.36,48.37,46.99
01022024,7,5,3,297.12,134.19,162.93
12012023,4,1,1,20.31,10.32,9.99
29082024,8,3,1,98.64,61.6,37.04
29102023,13,14,4,468.16,254.96,213.2
10092023,21,7,1,68.76,35.15,33.61
13052024,35,4,2,151.1,85.68,65.42
04022023,5,8,3,215.22,135.36,79.86
27122024,8,3,3,295.92,184.8,111.12
31032023,2,7,2,50.7,24.12,26.58
27082024,24,14,1,95.36,48.37,46.99
24082024,42,2,2,157.56,104.06,53.5
22022024,16,14,1,15.04,7.62,7.42
25042023,4,8,3,60.93,30.96,29.97
08092024,30,15,3,116.7,69.57,47.13
15072023,30,13,1,38.9,23.19,15.71
15052024,35,3,3,226.65,128.52,98.13
17092024,42,13,3,236.34,156.09,80.25
07052024,13,6,3,351.12,191.22,159.9
16032023,37,2,2,169.98,99.3,70.68
17022024,11,7,1,103.22,62.03,41.19
11012024,19,13,3,152.16,76.44,75.72
24022024,18,4,1,51.81,29.19,22.62
29122024,17,6,3,312.24,208.14,104.1
04102023,11,2,2,206.44,124.06,82.38
06112024,15,3,1,73.51,46.03,27.48
29012024,8,15,1,98.64,61.6,37.04
01042024,29,16,5,185.65,109.6,76.05
11072023,17,3,1,104.08,69.38,34.7
19112024,26,4,5,552.2,326.8,225.4
09042023,5,1,2,143.48,90.24,53.24
01072024,4,16,1,20.31,10.32,9.99
06042023,24,13,2,190.72,96.74,93.98
25102024,11,6,4,412.88,248.12,164.76
24102024,30,11,1,38.9,23.19,15.71
09072023,40,6,2,229.84,153.76,76.08
06022023,35,4,1,75.55,42.84,32.71
04012024,33,8,3,80.43,39.42,41.01
25112024,36,16,1,37.66,22.16,15.5
08062024,21,5,1,68.76,35.15,33.61
06102023,38,10,2,78.7,48.02,30.68
05082023,5,14,1,71.74,45.12,26.62
30092023,5,4,1,71.74,45.12,26.62
03032023,21,7,1,68.76,35.15,33.61
18082024,25,10,1,54.13,25.25,28.88
29122024,10,15,3,141.09,66.75,74.34
08122023,19,10,3,152.16,76.44,75.72
01022024,32,16,1,25.22,14.46,10.76
29112024,18,8,1,51.81,29.19,22.62
19012023,34,2,2,169.7,101.66,68.04
26062023,15,13,1,73.51,46.03,27.48
03092024,24,1,1,95.36,48.37,46.99
31012024,5,6,2,143.48,90.24,53.24
20032024,32,16,1,25.22,14.46,10.76
21082023,9,2,1,27.1,18.68,8.42
17032023,5,11,1,71.74,45.12,26.62
22092023,5,8,2,143.48,90.24,53.24
30032024,41,13,2,131.68,62.76,68.92
18122024,41,5,2,131.68,62.76,68.92
19012024,34,2,1,84.85,50.83,34.02
17072024,7,11,4,396.16,178.92,217.24
20052024,26,12,3,331.32,196.08,135.24
02012024,1,5,1,91.57,46.81,44.76
24052023,34,2,1,84.85,50.83,34.02
10032023,26,6,2,220.88,130.72,90.16
09042023,32,8,3,75.66,43.38,32.28
31012024,12,2,1,98.78,62.47,36.31
25012023,6,6,1,87.15,48.36,38.79
13042024,20,6,3,118.11,80.82,37.29
28042024,19,1,1,50.72,25.48,25.24
18072024,16,9,1,15.04,7.62,7.42
31052023,4,15,2,40.62,20.64,19.98
24052023,32,16,3,75.66,43.38,32.28
22072024,18,12,2,103.62,58.38,45.24
08022023,5,8,2,143.48,90.24,53.24
19042023,6,12,1,87.15,48.36,38.79
23112024,14,14,3,212.16,139.47,72.69
11022023,18,4,3,155.43,87.57,67.86
05072023,10,7,4,188.12,89.0,99.12
02022024,23,4,1,85.31,56.37,28.94
11082023,18,8,2,103.62,58.38,45.24
25092024,4,10,1,20.31,10.32,9.99
13052023,32,2,1,25.22,14.46,10.76
12062023,6,2,1,87.15,48.36,38.79
03082023,26,3,2,220.88,130.72,90.16
23082023,6,14,1,87.15,48.36,38.79
19102024,35,4,1,75.55,42.84,32.71
10082024,41,11,3,197.52,94.14,103.38
09012023,5,13,1,71.74,45.12,26.62
15032023,14,6,2,141.44,92.98,48.46
06052024,2,15,1,25.35,12.06,13.29
10092023,40,5,2,229.84,153.76,76.08
18082023,13,10,1,117.04,63.74,53.3
02062024,5,13,2,143.48,90.24,53.24
23062023,36,10,1,37.66,22.16,15.5
14102024,36,7,3,112.98,66.48,46.5
17062023,19,6,3,152.16,76.44,75.72
19062023,20,14,2,78.74,53.88,24.86
28012024,22,15,1,60.85,31.49,29.36
25092024,31,15,2,99.64,69.68,29.96
13072023,41,16,1,65.84,31.38,34.46
31052024,4,4,2,40.62,20.64,19.98
29012023,3,11,1,74.95,34.32,40.63
14062023,37,10,1,84.99,49.65,35.34
26022024,25,9,2,108.26,50.5,57.76
05122023,37,7,2,169.98,99.3,70.68
09102024,4,1,1,20.31,10.32,9.99
10052024,39,8,2,115.64,65.16,50.48
31122023,7,4,2,198.08,89.46,108.62
08122023,7,7,2,198.08,89.46,108.62
14052024,25,11,1,54.13,25.25,28.88
18102024,15,2,3,220.53,138.09,82.44
25052024,7,16,2,198.08,89.46,108.62
23112023,4,12,3,60.93,30.96,29.97
05082023,34,3,4,339.4,203.32,136.08
28102023,42,1,1,78.78,52.03,26.75
12052023,19,2,3,152.16,76.44,75.72
11032023,38,11,2,78.7,48.02,30.68
09092023,27,5,2,164.2,90.14,74.06
19022024,5,2,1,71.74,45.12,26.62
20032024,13,13,2,234.08,127.48,106.6
01072023,14,6,1,70.72,46.49,24.23
16062023,30,6,2,77.8,46.38,31.42
